"Internal - All"
"Address","Content","Status Code","Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Level","Inlinks","Outlinks","External Outlinks","Hash","Response Time","Last Modified","Redirect URI"
"http://www.fedesarda.it/171-home_default/anello-fedina-sarda-oro-giallo-4-fili-nido-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8366","0","2","0","0","0","","0.034","Tue, 04 Aug 2015 03:05:00 GMT",""
"http://www.fedesarda.it/modules/themeconfigurator/img/fdb4f1097fd50374f300749bb600365611dcec95_fede-sarda-5-fili-slide2.jpg","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_24_6bfaf52f0cd4c750a8524082cf708794.js","application/javascript","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","0","0","0","","0.064","Sun, 26 Feb 2017 15:10:19 GMT",""
"http://www.fedesarda.it/it/home/144-artigianato-sardo-online-fede-sarda.html","text/html; charset=utf-8","200","OK","Artigianato sardo online - Produzione di gioielli sardi artigianali","67","494","Nel nostro negozio di artigianato sardo online trovi una grande quantità di preziosi tipici della tradizione sarda. Visita il nostro sito online","144","780","","0","Artigianato sardo online - Gioielli sardi","41","","0","Fede Sarda Artigianato online ","30","","0","index,follow","","","56032","459","2","28","63","5","bf850dd732041fa79fcb1065958b22e7","0.78","",""
"http://www.fedesarda.it/it/fedi-sarde-argento/103-fede-sarda-argento-veretta-due-fili-nido-.html","text/html; charset=utf-8","200","OK","Anello sardo in argento lavorato a mano. Veretta sarda in argento","65","519","Anello in argento sardo lavorato in filigrana - Veretta sarda a due fili di pallini e nidi competamente realizzato manualmente.","127","707","","0","Fede sarda veretta argento lavorata interamente a mano. Due fili","64","","0","Anello sardo - Veretta lavorata interamente a mano.  ","53","","0","index,follow","","","68444","672","2","31","94","5","5626d065d1211ac398d84308c146a357","0.844","",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_25_d343dd4657ecb3586e0b63ae7a2db461_all.css","text/css","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","42721","0","3","0","0","0","","0.059","Sun, 26 Feb 2017 14:31:33 GMT",""
"http://www.fedesarda.it/67-home_default/fedina-sarda-filigrana-in-argento-5-fili-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8937","0","3","0","0","0","","0.04","Tue, 14 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/186-home_default/fedina-sarda-in-argento-gioiello-sardo-due-fili-a-foglia.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6349","0","3","0","0","0","","0.066","Fri, 20 Nov 2015 23:23:00 GMT",""
"http://www.fedesarda.it/260-cart_default/artigianato-sardo-online-fede-sarda.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","2872","0","3","0","0","0","","0.064","Sat, 29 Oct 2016 18:33:24 GMT",""
"http://www.fedesarda.it/125-home_default/anello-sardo-filigrana-argento-rosato-3-fili-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7408","0","3","0","0","0","","0.032","Mon, 23 Feb 2015 06:00:00 GMT",""
"http://www.fedesarda.it/gb/content/7-how-choose-your-ring-size","text/html; charset=utf-8","200","OK","how choose your ring size - FedeSarda.it","40","326","how calculate your ring size","28","161","","0","","0","","0","","0","","0","index,follow","","","27507","299","3","46","53","4","2c3cd88d085a426dce491ce7801912e8","0.584","",""
"http://www.fedesarda.it/es/tiendas","text/html; charset=utf-8","200","OK","Tiendas - FedeSarda.it","22","184","Nuestra tienda - Venga a visitarnos","35","202","","0","Nuestras tiendas","16","","0","","0","","0","index,follow","","","28450","396","3","49","54","4","ddb368ea1bb347df05ad5182a79cbbdf","0.666","",""
"http://www.fedesarda.it/es/content/7-calcular-el-tamano-correcto","text/html; charset=utf-8","200","OK","calcular el tamaño correcto - FedeSarda.it","42","334","calcular el tamaño correcto","27","157","","0","","0","","0","calcular el tamaño correcto","27","","0","index,follow","","","27843","342","3","51","54","4","94a3890dd7cd45329cd74e72edec9bc4","0.656","",""
"http://www.fedesarda.it/img/cms/Tabel.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","48598","0","4","0","0","0","","0.041","Wed, 27 Jan 2016 17:12:04 GMT",""
"http://www.fedesarda.it/fr/magasines","text/html; charset=utf-8","200","OK","Magasin - FedeSarda.it","22","187","Notre magasin - Venez visiter","29","170","","0","Nos magasins","12","","0","","0","","0","index,follow","","","28583","383","3","71","53","4","b59ba718a5b45106090f56cd3473b51e","0.528","",""
"http://www.fedesarda.it/it/content/11-gioielli-sardi","text/html; charset=utf-8","200","OK","Gioielli Sardi - FedeSarda.it","29","220","I Gioielli sardi e le rappresentazioni nel passato. Anelli sardi, bracciali catene e amuleti. Gioielli parte essenziale dell'abbigliamento sardo.","145","793","gioielli sardi, produzione gioielli sardi,gioiello sardo,gioielleria sarda,storia gioiello sardo,gioielli sardi in oro,gioiello sardo significato","145","Gioielli Sardi ","15","","0","La lavorazione","14","Funzione del Gioiello Sardo","27","index,follow","","","32256","582","2","102","58","4","dccd6b2fd4b4a8b04f41452a4bc08872","0.54","",""
"http://www.fedesarda.it/es/home/144-artesania-en-linea-anillo-de-oro-cerdena-con-el-centro.html","text/html; charset=utf-8","200","OK","Artesanía online - Producción de joyería hecha a mano de Cerdeña","64","538","En nuestra tienda de artesanías en línea son una gran cantidad de valiosa típica de Cerdeña. Visite nuestro sitio web en línea","126","723","","0","Artesanía en línea - Joyas de Cerdeña","37","","0","","0","","0","index,follow","","","54490","471","3","16","64","5","f8944e4e18764a80b54e2acc91069d0d","0.832","",""
"http://www.fedesarda.it/it/anelli-uomo-/150-anello-uomo-argento-filigrana.html","text/html; charset=utf-8","200","OK","Anello argento 925 da uomo realizzato in filigrana.","51","396","Gioiello sardo in argento 925 lavorato a mano. Anelli da uomo ideali per matrimonio o per fidanzamento. Guarda la nostra collezione di anelli da maschio","152","877","","0","Anello uomo filigrana sarda - Argento","37","","0","Anello uomo - Filigrana Sarda - Argento 925%","44","","0","index,follow","","","82757","578","3","30","91","5","a504d249dd6c8608a0777ac327328799","0.987","",""
"http://www.fedesarda.it/gb/sitemap","text/html; charset=utf-8","200","OK","Site Map - FedeSarda.it","23","190","Are you lost ? Find what you are looking","40","233","sitemap","7","Sitemap","7","","0","Categories","10","","0","index,follow","","","34568","395","3","44","106","4","3b24918914d5edc921d69d8405e18ef3","0.758","",""
"http://www.fedesarda.it/fr/16-boucles-d-oreilles-argent","text/html; charset=utf-8","200","OK","Argent sarde filigrane boucles d'oreilles - Bijoux traditionnelle sarde - FedeSarda.it","86","652","Où que vous soyez dans le monde, apporter un morceau de la Sardaigne. Ici vous pouvez trouver boucles d'oreilles, bagues, bracelets Sardes. Acheter votre bijou sarde.","166","972","orecchini filigrana in argento, orecchini argento, orecchini sardi,gioiello sardo","81","Boucles d'oreilles argent ","26","","0","","0","","0","index,follow","","","68255","548","3","168","130","4","58cdd36d9ea3a074f0fffa9ab581464b","0.812","",""
"http://www.fedesarda.it/es/21-pulsera-de-filigrana-sarda","text/html; charset=utf-8","200","OK","Pulseras de filigrana de Cerdeña - 100 % hecho a mano en Cerdeña - FedeSarda.it","79","665","Elegancia y tradición Distinguir nuestras joyas de Cerdeña . Aquí están los ' anillo tradicional de Cerdeña original, toda nuestra joyería es hecha a mano","154","877","bracciali filigrana sarda,filigrana sarda,bracciali sardi,bracciali filigrana argento,filigrana argento","103","pulsera de filigrana sarda ","27","","0","","0","","0","index,follow","","","66172","586","3","105","128","4","4b1cdbac682b6eaf652f9f9711ca8d4d","0.84","",""
"http://www.fedesarda.it/fr/content/2-Droit-de-retractation","text/html; charset=utf-8","200","OK","Droit de rétractation - FedeSarda.it","36","277","Droit de rétractation","21","114","Diritto di recesso, reso, restituzione, rimborso","48","","0","","0","Retours et remboursements","25","Droit de rétractation","21","noindex,follow","","","30064","650","3","74","53","4","8d0a9ad530f3b5278e1ab6cc910b61a5","0.466","",""
"http://www.fedesarda.it/87-home_default/pulsera-de-cerdena-filigrana-hecha-a-mano-y-coral.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","4779","0","4","0","0","0","","0.09","Thu, 16 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/it/content/18-cookie","text/html; charset=utf-8","200","OK","Cookie - FedeSarda.it","21","175","","0","0","","0","","0","","0","","0","","0","noindex,follow","","","34061","981","3","22","53","5","424b94a5ad25eb8180cae6520aa5a192","0.509","",""
"http://www.fedesarda.it/221-thickbox_default/anello-uomo-argento-filigrana.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","36087","0","4","1","0","0","","0.046","Fri, 12 Feb 2016 10:14:31 GMT",""
"http://www.fedesarda.it/fr/22-bagues-hommes","text/html; charset=utf-8","200","OK","bagues hommes - FedeSarda.it","28","250","","0","0","","0","bagues hommes ","14","","0","","0","","0","index,follow","","","51449","458","3","147","96","4","71fbf448efd03e114ca726cd67b349db","0.728","",""
"http://www.fedesarda.it/fr/home/40-boucles-d-oreilles-sardes-filigrane-d-argent-petite-feuille-un-hamecon.html","text/html; charset=utf-8","200","OK","Boucles d oreilles sardes,filigrane d argent petite feuille un hamecon","70","543","Sardes boucles d'oreilles en filigrane avec des points et des feuilles minuscules. Ici vous pouvez trouver les bijoux sardes originaux!","135","756","","0","Boucles d'oreilles sardes, filigrane d'argent, petite feuille, un hameçon","73","","0","","0","","0","index,follow","","","44105","460","4","32","61","5","6a81c3dace4fb243bd7b660c72ddcd26","0.692","",""
"http://www.fedesarda.it/it/15-orecchini-filigrana","text/html; charset=utf-8","200","OK","Orecchini filigrana - Produzione artigianale - FedeSarda.it","59","457","Vasta gamma di orecchini in filigrana sarda lavorati artigianalmente. TUtti i nostri Prodotti sono interamente fatti in Sardegna. Diffida dalle imitazioni.","155","851","orecchini filigrana, filigrana sarda,orecchini filigrana sarda, orecchini oro, orecchini sardi","94","Orecchini filigrana ","20","","0","Orecchini filigrana","19","","0","index,follow","","","70441","657","2","219","143","4","5bb3a7229d45af7423cd874ec7e55809","0.646","",""
"http://www.fedesarda.it/fr/home/66-filigrane-boucles-d-oreilles-boutons-demi-sphere-en-argent.html","text/html; charset=utf-8","200","OK","Boucles d'oreilles demi-sphère en argent. Filigrane sarde","57","453","La gamme de boucles d'oreilles foi Sarda.it comprend boucles d'oreilles en argent 925, or 18 carats.","100","576","","0","Filigrane boucles d'oreilles boutons, demi-sphère en argent","59","","0","","0","","0","index,follow","","","46509","450","4","32","61","5","65e74ed91125fcb81de28c1a6a704ef3","0.72","",""
"http://www.fedesarda.it/76-home_default/sarde-bijoux-en-filigrane-d-argent-pivot.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8740","0","4","0","0","0","","0.042","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/fr/home/125-anneau-traditionnelle-sarde.html","text/html; charset=utf-8","200","OK","Anneau de bande en or blanc à la main en filigrane sarde","56","455","Sarde anneau de bande de mariage en blanc rhodium d'or artisanal. Tradition et innovation dans tous nos modèles. Découvrez tous nos bijoux","138","817","","0","Anneau blanc bande d'or de la Sardaigne, le rhodium. Un fil","59","","0","","0","","0","index,follow","","","53443","483","4","33","61","5","dbb2edbb541925fa6e6ceaf2dacf1a44","0.64","",""
"http://www.fedesarda.it/it/19-collane-e-ciondoli-argento","text/html; charset=utf-8","200","OK","Collane e ciondoli - Gioielli in filigrana sarda - Made in Italy - FedeSarda.it","79","585","Collane e ciondoli realizzati a mano, Gioielli in filigrana sarda inimitabili e di grande valore. Scopri Fede Sarda.it","118","640","Ciondoli filigrana sarda, filigrana sarda,ciondoli argento,ciondoli fatti a mano,gioielli sardi,ciondolo sardo","110","Collane e ciondoli argento ","27","","0","","0","","0","index,follow","","","69418","605","2","221","135","4","6828288e98e3ad2190009ec13b02f560","0.761","",""
"http://www.fedesarda.it/fr/15-boucles-d-oreilles-en-filigrane","text/html; charset=utf-8","200","OK","Boucles d'oreilles en filigrane - la production traditionnelle - fedesarda.it - FedeSarda.it","92","687","Large gamme de boucles d'oreilles faits à la main. Travaillé avec la technique de filigrane sarde. Fabriqué entièrement en Italie","129","724","orecchini filigrana, filigrana sarda,orecchini filigrana sarda, orecchini oro, orecchini sardi","94","boucles d'oreilles en filigrane ","32","","0","boucles d'oreilles en filigrane","31","","0","index,follow","","","69912","574","3","164","137","4","6680237c03d616059e734bdfc3747cac","0.618","",""
"http://www.fedesarda.it/gb/content/6-become-partner","text/html; charset=utf-8","200","OK","become partner - FedeSarda.it","29","244","Work with us - Become a Dealer","30","188","became partner jewllry,sell jewelry,buy jewelry,wholesale sardinian filigree","76","Contact us and become our reseller!","35","Want to work with us? Become an agent in your area!","51","","0","","0","index,follow","","","27788","362","3","46","53","4","a7dafeaabf291dfa3fdd5a74d77598bd","0.479","",""
"http://www.fedesarda.it/it/16-orecchini-argento-","text/html; charset=utf-8","200","OK","Orecchini filigrana sarda in argento - Gioielli sardi tradizionali - FedeSarda.it","81","602","Ovunque tu sia nel mondo, porta con te un pezzetto di Sardegna. Da noi trovi orecchini anelli, bracciali, sardi. Acquista ora il tuo gioiello sardo. ","149","827","orecchini filigrana in argento, orecchini argento, orecchini sardi,gioiello sardo","81","Orecchini argento  ","19","","0","","0","","0","index,follow","","","68176","528","2","219","135","4","b0140f9f299d529eae6c077e733247f7","0.656","",""
"https://www.fedesarda.it/gb/search?tag=traditional+ring","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","16","0","0","","","",""
"https://www.fedesarda.it/it/cerca?tag=fedi+sarde","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","21","0","0","","","",""
"https://www.fedesarda.it/fr/cerca?tag=anello+sardo","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","19","0","0","","","",""
"http://www.fedesarda.it/65-home_default/fede-sarda-argento-filigrana-3-fili-foglia-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7023","0","3","0","0","0","","0.033","Tue, 14 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/it/collane-e-ciondoli-argento/45-ciondolo-sardo-filigrana-argento-disco.html","text/html; charset=utf-8","200","OK","Ciondolo corbula a disco, filigrana sarda in argento","52","405","Ciondoli e collane realizzati in oro e argento. Vasta collezione di gioielli lavorati a mano. Made in Italy","107","583","","0","Ciondolo sardo filigrana argento disco","38","","0","","0","","0","index,follow","","","58685","479","3","49","107","5","1be08531275e31ef24712e0876763457","0.672","",""
"http://www.fedesarda.it/it/home/19-orecchini-filigrana-sarda-in-oro-giallo-.html","text/html; charset=utf-8","200","OK","Orecchini filigrana sarda corbula oro giallo. Gioiello sardo","60","456","Nel nostro shop troverete una vasta gamma di orecchini in oro e argento, collane e anelli tipici sardi. Filigrana sarda tradizionale e moderna. ","144","807","","0","Orecchini filigrana sarda corbula in oro giallo","47","","0","Orecchini filigrana sarda oro giallo 750 corbula a pernio ","58","","0","index,follow","","","47152","468","2","34","63","5","53260789f39a078c686dcbc11bb1abf5","0.641","",""
"http://www.fedesarda.it/it/home/69-orecchini-monachella-sfera-rosa.html","text/html; charset=utf-8","200","OK","Orecchini FIligrana - Artigianato sardo tradizionale","52","397","Vasta scelta di orecchini sardi lavorati a mano. Utilizzo della filigrana sarda in ogni nostro gioiello. Orecchini di gran classe realizzati in oro e argento.","158","860","","0","Gioielli sardi orecchini filigrana monachella sfera rosa","56","","0","","0","","0","index,follow","","","47717","419","3","22","61","5","bc9fee5e27e2d0dc754f5475de9cd0fb","0.727","",""
"http://www.fedesarda.it/189-home_default/collana-in-filigrana-sarda-argento-dorato.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7606","0","4","0","0","0","","0.045","Thu, 26 Nov 2015 03:14:00 GMT",""
"https://www.fedesarda.it/gb/search?tag=silver+pendant","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","16","0","0","","","",""
"http://www.fedesarda.it/175-home_default/anneau-traditionnelle-sarde.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6211","0","4","0","0","0","","0.044","Fri, 07 Aug 2015 23:34:00 GMT",""
"https://www.fedesarda.it/it/cerca?tag=filigrana+sarda","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","21","0","0","","","",""
"http://www.fedesarda.it/81-home_default/ciondolo-sardo-filigrana-argento-disco.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8265","0","3","0","0","0","","0.057","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/gb/content/category/1-home","text/html; charset=utf-8","200","OK","- FedeSarda.it","14","114","","0","0","","0","Home","4","","0","","0","","0","index,follow","","","28037","281","4","4","64","4","c68f81f8144068d05e12f62cdeed6c29","0.477","",""
"http://www.fedesarda.it/154-home_default/fede-sarda-argento-veretta-due-fili-nido-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6935","0","2","0","0","0","","0.033","Sun, 10 May 2015 05:00:00 GMT",""
"http://www.fedesarda.it/72-home_default/anello-sardo-argento-brunito-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8341","0","3","0","0","0","","0.033","Wed, 15 Oct 2014 05:00:00 GMT",""
"https://www.fedesarda.it/it/cerca?tag=anello+sardo","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","21","0","0","","","",""
"http://www.fedesarda.it/modules/homeslider/images/8978ac7e4d30abf2ff161b874a3441c03c900fb1_Fede%20sarda%20cura%20nei%20particolari.jpg","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/es/home/72-pulsera-de-filigrana-de-cerdena-de-plata-dorada-con-bolas.html","text/html; charset=utf-8","200","OK","Pulsera de filigrana sarda con bolas, plata dorada","50","396","Pulsera hecha a mano en filigrana sarda. Joyas innovadoras a ser descubiertos. Visite nuestro sitio web","103","600","","0","Pulsera de filigrana de Cerdeña, de plata dorada, con bolas","59","","0","","0","","0","index,follow","","","42815","443","4","18","62","5","1f0b8bae329a7e087847f48c4e4ccea0","0.644","",""
"https://www.fedesarda.it/it/cerca?tag=collana+sarda","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","21","0","0","","","",""
"http://www.fedesarda.it/206-home_default/anello-fidanzamento-sardegna-oro-5-fili-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","14799","0","2","0","0","0","","0.034","Mon, 18 Jan 2016 18:39:40 GMT",""
"http://www.fedesarda.it/221-home_default/anneau-des-hommes-filigrane-d-argent.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6460","0","4","0","0","0","","0.044","Fri, 12 Feb 2016 10:14:31 GMT",""
"http://www.fedesarda.it/86-home_default/pulsera-de-filigrana-sarda-con-la-esfera-de-amatista.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","4322","0","4","0","0","0","","0.041","Thu, 16 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/it/home/175-ciondolo-stella-con-centrale-in-turchese.html","text/html; charset=utf-8","200","OK","Ciondolo stella| Filigrana in argento con centrale in turchese","62","479","Questo ciondolo a stella è realizzato con l'antica tecnica della filigrana sarda.. Visita il nostro shop online e scopri tutte le nostre novità","143","777","","0","Ciondolo stella in argento","26","","0","Ciondolo in filigrana argento 925% con centrale turchese","56","","0","index,follow","","","43794","411","4","42","61","5","a43b4457633e0928b4884e5089291a71","0.784","",""
"http://www.fedesarda.it/238-home_default/ciondolo-filigrana-oro-e-argento.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6775","0","3","0","0","0","","0.071","Thu, 24 Mar 2016 13:02:30 GMT",""
"https://www.fedesarda.it/","text/html; charset=utf-8","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","4","1","0","","0.207","","http://www.fedesarda.it/"
"http://www.fedesarda.it/74-medium_default/boucles-d-oreilles-sardes-filigrane-d-argent-petite-feuille-un-hamecon.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","3547","0","5","0","0","0","","0.044","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/fr/16-boucles-d-oreilles-argent?p=3","text/html; charset=utf-8","200","OK","Argent sarde filigrane boucles d'oreilles - Bijoux traditionnelle sarde (3) - FedeSarda.it","90","679","Où que vous soyez dans le monde, apporter un morceau de la Sardaigne. Ici vous pouvez trouver boucles d'oreilles, bagues, bracelets Sardes. Acheter votre bijou sarde.","166","972","orecchini filigrana in argento, orecchini argento, orecchini sardi,gioiello sardo","81","Boucles d'oreilles argent ","26","","0","","0","","0","index,follow","","","53264","477","4","8","102","4","b573c177c1705635653bdc7c70357ae0","0.584","",""
"https://www.fedesarda.it/es/cerca?tag=corbula","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","15","0","0","","","",""
"http://www.fedesarda.it/modules/themeconfigurator/img/c4ce83bc3c80e09a2aa4a53a6f4ded7cd7d45fc6_soddisfattiorimborsati.png","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/137-home_default/bijoux-sardes-boucles-d-oreilles-en-filigrane-une-demi-sphere.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7541","0","4","0","0","0","","0.04","Thu, 26 Feb 2015 06:00:00 GMT",""
"http://www.fedesarda.it/fr/colliers-et-pendentifs-en-argent/45-pendentif-sarde-filigrane-d-argent-en-forme-de-disque.html","text/html; charset=utf-8","200","OK","Disc Pendentif, en filigrane sarde, faite en argent","51","389","Pendentifs et colliers en or et argent. Vaste collection de bijoux faits main. Made in Italy","92","508","","0","Pendentif sarde filigrane d'argent, en forme de disque","54","","0","","0","","0","index,follow","","","57886","529","4","32","107","5","96d5ccac56c48ed9879a5fbf5a709fdf","0.763","",""
